id,token,user_id_from_filename,label,root_time_unix,root_likes,root_comments,root_reposts,cascade_size,forward_count_estimated,propagation_depth,depth_mean,depth_median,max_breadth,time_to_root_min_s,time_to_root_median_s,time_to_root_mean_s,time_to_root_max_s,virality_score_mean_depth,repost_file_found
3478,lmf33S,1411111864,non_rumor,1309325623,0,235,702,661,125,12,3.686838,3.000000,129,28840.000000,56642.000000,625987.143722,34935627.000000,3.686838,True
3479,za4AFvBhO,1553328434,non_rumor,1355672752,51,721,177,167,145,2,1.131737,1.000000,145,28868.000000,77159.000000,430372.694611,10641676.000000,1.131737,True
347,z6t9fuIm1,1775100753,rumor,1353624946,0,32,124,119,64,6,1.924370,1.000000,64,28869.000000,35519.000000,39736.243697,154981.000000,1.924370,True
3480,Ak69SzoOZ,1921218535,non_rumor,1385211162,713,730,821,522,371,2,1.287908,1.000000,371,28861.000000,33363.500000,280690.084291,44447821.000000,1.287908,True
3481,kCEMjW,1699134493,non_rumor,1308746313,0,26,233,228,82,6,2.131579,2.000000,82,28886.000000,40027.000000,64354.429825,599088.000000,2.131579,True
3483,hzBihT,1639498782,non_rumor,1305859954,0,170,392,378,310,5,1.235450,1.000000,310,28857.000000,31648.500000,309002.915344,82044298.000000,1.235450,True
3486,ynPxobOmR,1787433323,non_rumor,1339647992,6,236,304,291,153,6,1.704467,1.000000,153,28855.000000,31110.000000,63433.350515,7407989.000000,1.704467,True
3487,yomfEblhl,2173500134,non_rumor,1339947805,1,75,375,358,323,3,1.111732,1.000000,323,28837.000000,56768.500000,128915.474860,22092498.000000,1.111732,True
3488,yn8SeChbQ,1639483893,non_rumor,1339256984,2,129,630,607,499,6,1.245470,1.000000,499,28830.000000,32512.000000,58502.108731,1106411.000000,1.245470,True
3489,iRcg8M,1642634100,non_rumor,1307121004,0,170,310,289,241,6,1.245675,1.000000,241,28930.000000,47084.000000,56217.619377,698868.000000,1.245675,True
3490,z7AjRef0x,1642591402,non_rumor,1354258886,12,606,800,727,561,5,1.265475,1.000000,561,28816.000000,32830.000000,95041.808803,3160368.000000,1.265475,True
3491,ze1N5qye7,1595142854,non_rumor,1357919966,11,104,108,106,93,2,1.122642,1.000000,93,28828.000000,75512.000000,376762.216981,7978722.000000,1.122642,True
3495,yjWJS98ht,1567852087,non_rumor,1337441119,0,89,570,542,511,3,1.059041,1.000000,511,28813.000000,30407.500000,86548.083026,9489119.000000,1.059041,True
3496,ywSa4tuT3,1828483985,non_rumor,1344786004,15,53,799,764,309,4,1.660995,2.000000,410,28851.000000,77320.000000,300885.324607,57545754.000000,1.660995,True
3497,yhP0oAUDJ,1449533345,non_rumor,1336233807,0,307,921,777,350,9,1.778636,2.000000,350,28892.000000,75532.000000,99966.326898,2657822.000000,1.778636,True
3499,yln9CCgi2,1985551380,non_rumor,1338251428,1,111,410,392,338,5,1.173469,1.000000,338,28840.000000,32201.000000,47724.724490,1780537.000000,1.173469,True
349,A3saLDaVz,2291426140,rumor,1375753210,9,21,95,92,67,2,1.271739,1.000000,67,28859.000000,35219.500000,78826.347826,1514417.000000,1.271739,True
3500,yrfq4Eteq,1203700182,non_rumor,1341589851,1,91,529,489,106,15,4.020450,3.000000,106,29523.000000,94033.000000,561240.132924,29221802.000000,4.020450,True
3501,Ae0uCDOzS,2824514871,non_rumor,1381749930,373,80,233,227,195,2,1.133333,1.000000,195,28814.000000,38918.000000,193148.356828,10719452.000000,1.133333,True
3502,jKDju3,1740961333,non_rumor,1307950576,0,124,618,590,471,6,1.300000,1.000000,471,28814.000000,33565.500000,113086.530508,18887298.000000,1.300000,True
3503,zbATDf1kC,1053953693,non_rumor,1356537046,9,45,607,589,209,7,1.845501,2.000000,297,28866.000000,80181.000000,877238.668930,35998660.000000,1.845501,True
3504,yv3gxCRQi,1314608344,non_rumor,1343751334,0,338,670,648,514,4,1.260802,1.000000,514,28835.000000,34138.000000,151598.720679,67988858.000000,1.260802,True
3505,zhFWouNYk,2803301701,non_rumor,1359992590,47,480,778,725,583,9,1.480000,1.000000,583,28817.000000,32001.000000,64814.863448,4952225.000000,1.480000,True
3507,ykn55CHuF,1645101450,non_rumor,1337682540,0,183,117,105,71,6,1.723810,1.000000,71,28825.000000,30410.000000,825322.419048,14387118.000000,1.723810,True
3508,yCcbZub3l,1681681822,non_rumor,1347810675,0,78,250,229,63,8,2.781659,3.000000,63,29198.000000,61814.000000,64182.034934,167447.000000,2.781659,True
350,A1QwnlZbb,2006118263,rumor,1374839922,4,81,437,381,144,2,1.622047,2.000000,237,28820.000000,70136.000000,95517.706037,9239217.000000,1.622047,True
3510,z6Jhm91gG,1503319674,non_rumor,1353772781,1,86,54,52,44,3,1.250000,1.000000,44,28816.000000,31745.500000,1022180.846154,10456985.000000,1.250000,True
3511,A3ZTJmnpd,1847947425,non_rumor,1376062294,2,553,842,610,598,2,1.019672,1.000000,598,28892.000000,1512633.500000,2018810.268852,28701812.000000,1.019672,True
3512,kn8YSp,1653689003,non_rumor,1308477341,0,187,570,552,473,5,1.202899,1.000000,473,28822.000000,31228.000000,328232.449275,62896077.000000,1.202899,True
3514,j0xsva,2101578601,non_rumor,1307269274,0,229,904,834,379,7,1.870504,2.000000,379,30104.000000,44950.000000,713775.968825,56925310.000000,1.870504,True
3515,yiqDNaCFy,2512601554,non_rumor,1336578727,0,41,335,319,268,4,1.228840,1.000000,268,28825.000000,35118.000000,100475.993730,3623495.000000,1.228840,True
3516,zhV6Sg26U,1885695252,non_rumor,1360131610,0,26,109,85,77,3,1.105882,1.000000,77,28858.000000,32190.000000,138336.670588,3876714.000000,1.105882,True
3517,AgCy9ir4D,1728987954,non_rumor,1383235147,2401,881,167,162,78,2,1.512500,2.000000,82,28864.000000,2186164.500000,3343131.469136,17068023.000000,1.512500,True
3518,yyf6XiQyS,1639483893,non_rumor,1345564551,0,66,281,278,218,4,1.230216,1.000000,218,28871.000000,37686.500000,1336579.935252,18744133.000000,1.230216,True
351,yBq8cx6rd,1985543850,rumor,1347370204,1,16,269,257,206,4,1.249027,1.000000,206,28998.000000,74325.000000,80267.435798,474130.000000,1.249027,True
3520,zpAgTnG4T,1096144964,non_rumor,1364486376,9,57,63,61,52,3,1.163934,1.000000,52,28871.000000,62886.000000,417759.278689,14916981.000000,1.163934,True
3521,zteuWcxVW,1784473157,non_rumor,1366559697,48,124,432,417,290,5,1.362110,1.000000,290,28860.000000,50073.000000,132690.726619,2307007.000000,1.362110,True
3522,AzjkeFwvp,2328516855,non_rumor,1393855109,198,113,370,358,216,2,1.391549,1.000000,216,28835.000000,68416.000000,85379.840782,873264.000000,1.391549,True
3523,z0uImfqZE,1660452532,non_rumor,1350229991,0,135,271,268,231,5,1.182836,1.000000,231,28814.000000,30649.000000,74517.615672,4381637.000000,1.182836,True
3524,z90FzrmPB,2182038504,non_rumor,1355068596,54,294,665,658,504,7,1.366261,1.000000,504,28813.000000,30705.000000,62900.683891,3219137.000000,1.366261,True
3525,jOxtsY,2064979225,non_rumor,1308016241,0,51,439,413,233,6,2.031477,1.000000,233,29003.000000,50705.000000,131578.900726,20612882.000000,2.031477,True
3526,kCC4E0,1064936313,non_rumor,1308745541,0,56,87,55,42,6,1.472727,1.000000,42,28847.000000,30636.000000,33278.563636,91567.000000,1.472727,True
3527,irFpWC,1848155523,non_rumor,1306758713,0,60,517,479,466,3,1.029228,1.000000,466,28949.000000,34046.000000,241542.569937,42344738.000000,1.029228,True
3528,kqcVjI,1444865141,non_rumor,1308537448,1,149,272,257,239,4,1.089494,1.000000,239,28820.000000,31211.000000,79655.085603,1959700.000000,1.089494,True
3530,AyHFAuj0H,1778040837,non_rumor,1393510001,56,8,970,963,140,2,1.854167,2.000000,820,28890.000000,79293.000000,1438044.207684,54215346.000000,1.854167,True
3531,agiEuF,1739928273,non_rumor,1297651456,9,1295,978,901,901,1,1.000000,1.000000,901,28878.000000,32235.000000,574530.719201,129665383.000000,1.000000,True
3532,ypurt1Vte,1937192010,non_rumor,1340591092,0,54,121,112,94,3,1.196429,1.000000,94,28929.000000,30624.500000,44201.116071,351757.000000,1.196429,True
3534,yjWISDEDq,1737654761,non_rumor,1337440973,3,37,576,567,217,9,2.398589,2.000000,217,28870.000000,71637.000000,367746.028219,50821324.000000,2.398589,True
3535,ABUiZdTLB,1448495451,non_rumor,1395330458,1472,397,547,543,361,3,1.400000,1.000000,361,28836.000000,57652.000000,152743.519337,45520813.000000,1.400000,True
3536,kzwT1Y,1642591402,non_rumor,1308705621,0,121,249,240,172,9,1.775000,1.000000,172,28817.000000,32681.000000,38706.162500,145431.000000,1.775000,True
3537,zwJg9klzY,1769165581,non_rumor,1368546278,40,511,365,354,318,3,1.104520,1.000000,318,28839.000000,32147.500000,151786.646893,12521742.000000,1.104520,True
3538,yfxxHwaJK,2539323341,non_rumor,1334937326,0,188,645,598,306,6,1.881271,1.000000,306,28809.000000,31120.500000,108685.643813,4607683.000000,1.881271,True
3539,AnCbEmb5n,2814680487,non_rumor,1387209352,531,190,849,829,543,2,1.344203,1.000000,543,28815.000000,67734.000000,519762.622437,5771446.000000,1.344203,True
353,zfvUwwzQk,2641984354,rumor,1358764226,6,48,163,157,105,5,1.452229,1.000000,105,28845.000000,35977.000000,49160.547771,347488.000000,1.452229,True
3540,Axlxn1AMU,2646163860,non_rumor,1392738943,1774,458,982,947,794,2,1.159788,1.000000,794,28832.000000,71060.000000,777129.599789,40373701.000000,1.159788,True
3541,zk6SQA2mU,1787567623,non_rumor,1361375951,5,67,324,317,118,12,3.384858,2.000000,118,28914.000000,187767.000000,237574.539432,2933939.000000,3.384858,True
3543,AdIe63C8e,1990895721,non_rumor,1381582520,38,259,474,302,294,2,1.023256,1.000000,294,28847.000000,36303.500000,41120.009934,426200.000000,1.023256,True
3544,zkxZDESxi,1765373140,non_rumor,1361624405,2,66,109,104,94,3,1.125000,1.000000,94,28917.000000,33265.500000,112390.250000,464169.000000,1.125000,True
3546,ysV0tc4In,1231427871,non_rumor,1342539207,8,245,837,726,116,5,1.960055,2.000000,537,28877.000000,67607.500000,189235.617080,21859792.000000,1.960055,True
3547,z1oNzoxMH,1191258655,non_rumor,1350743991,2,219,210,208,132,3,1.403846,1.000000,132,28846.000000,32232.000000,164175.706731,14282384.000000,1.403846,True
3548,ypv2v3j0r,1787433323,non_rumor,1340596565,3,45,129,123,75,5,1.699187,1.000000,75,28833.000000,33047.000000,43862.918699,245289.000000,1.699187,True
3549,yoODt7CRP,1735618041,non_rumor,1340207944,6,89,836,785,743,5,1.072611,1.000000,743,28812.000000,30778.000000,74040.272611,13252568.000000,1.072611,True
354,z9fwOhZE9,2191041894,rumor,1355204776,1,24,165,162,80,8,2.086420,2.000000,80,29018.000000,238227.500000,241286.759259,875554.000000,2.086420,True
3550,ylM5z6PRV,2341019062,non_rumor,1338479948,0,767,216,204,156,7,1.431373,1.000000,156,28841.000000,32938.000000,62481.843137,929976.000000,1.431373,True
3551,z4nuV9ORo,2246554170,non_rumor,1352436725,0,23,231,215,146,3,1.325581,1.000000,146,28826.000000,62866.000000,280026.293023,3618252.000000,1.325581,True
3552,z66BLhI48,1618051664,non_rumor,1353418370,12,53,961,860,695,9,1.317442,1.000000,695,28819.000000,32025.500000,156200.630233,10709924.000000,1.317442,True
3553,yhRFrcMQQ,1749220481,non_rumor,1336258202,0,70,943,897,847,6,1.073579,1.000000,847,28839.000000,53152.000000,359162.055741,28007668.000000,1.073579,True
3555,zlVYXbJ2U,1238962193,non_rumor,1362412474,7,82,306,298,72,9,2.875839,2.000000,109,28895.000000,92498.500000,538365.963087,10532018.000000,2.875839,True
3557,ytYCiEu2A,1855011874,non_rumor,1343140508,4,62,899,847,280,7,2.116883,2.000000,337,28843.000000,30464.000000,136044.938607,21101267.000000,2.116883,True
3559,zetVmcngv,1647688972,non_rumor,1358177803,5,44,510,483,77,4,1.923395,2.000000,369,28887.000000,65618.000000,127974.082816,3045516.000000,1.923395,True
355,yADvCqH7G,1274948732,rumor,1346924589,2,113,401,345,203,4,1.492754,1.000000,203,28862.000000,80707.000000,1736749.304348,27088130.000000,1.492754,True
3560,A0uLrrgrX,2803301701,non_rumor,1374072306,87,423,967,927,620,2,1.331176,1.000000,620,28814.000000,83515.000000,122059.111111,2400169.000000,1.331176,True
3563,ktlOs4,1856071045,non_rumor,1308580852,0,129,650,604,110,12,2.685430,2.000000,272,28889.000000,42886.500000,267218.890728,20310592.000000,2.685430,True
3564,z72868u86,1651428902,non_rumor,1353945543,2,65,724,535,393,4,1.287850,1.000000,393,28818.000000,52636.000000,266066.734579,33653615.000000,1.287850,True
3566,yB8c1oEzt,1851524785,non_rumor,1347205802,0,163,580,564,506,3,1.108156,1.000000,506,28844.000000,32563.500000,196498.519504,6973533.000000,1.108156,True
3567,yj2nx1v8F,1990883881,non_rumor,1336924583,0,149,594,571,481,6,1.252189,1.000000,481,28811.000000,29895.000000,128586.246935,10879135.000000,1.252189,True
3570,yljLtcyiH,2624280332,non_rumor,1338220363,0,56,374,323,303,3,1.074303,1.000000,303,28808.000000,31439.000000,263152.055728,28659707.000000,1.074303,True
3571,yjlfBdn7B,1644114654,non_rumor,1337097546,0,64,321,308,273,4,1.136364,1.000000,273,28825.000000,32090.500000,120997.824675,7229519.000000,1.136364,True
3572,AofvdaJQ5,2475394630,non_rumor,1387569671,415,104,650,632,93,2,1.852615,2.000000,538,38680.000000,137219.500000,458384.439873,46720192.000000,1.852615,True
3574,yvv6TBuoc,1842262067,non_rumor,1344006526,0,107,534,520,441,5,1.192308,1.000000,441,28836.000000,32655.500000,79104.317308,3801403.000000,1.192308,True
3575,A0EE2cUVj,1739764751,non_rumor,1374162858,5,33,330,304,261,2,1.141447,1.000000,261,28813.000000,56001.000000,116584.588816,2063225.000000,1.141447,True
3576,lifOAG,1314608344,non_rumor,1309268887,0,106,280,269,193,6,1.375465,1.000000,193,28861.000000,31172.000000,37092.260223,99801.000000,1.375465,True
3577,ypSjvs701,1293082413,non_rumor,1340809871,0,138,923,853,304,9,2.269637,2.000000,304,28850.000000,30651.000000,65719.080891,19119127.000000,2.269637,True
3579,ArpNwdpgS,2839877461,non_rumor,1389368680,26,18,434,433,51,2,1.881671,2.000000,380,28898.000000,62044.000000,64657.561201,1662940.000000,1.881671,True
3581,z8lFJwQ74,2301903764,non_rumor,1354692864,9,136,934,895,438,7,1.670391,2.000000,438,28856.000000,177866.000000,263670.522905,9684386.000000,1.670391,True
3582,zsawAgM9x,3009534122,non_rumor,1365955064,25,234,491,456,260,4,1.598684,1.000000,260,28857.000000,62635.000000,136431.342105,4000443.000000,1.598684,True
3584,ypSwGudmr,1293082413,non_rumor,1340811816,0,57,522,483,183,7,2.395445,2.000000,183,28863.000000,51516.000000,90023.900621,19117282.000000,2.395445,True
3585,z9jwjuxV2,2300716454,non_rumor,1355241358,12,136,630,608,523,3,1.151316,1.000000,523,28851.000000,32207.000000,196956.060855,15782934.000000,1.151316,True
3586,ye1ec8KUC,1256280295,non_rumor,1334072951,0,78,167,159,73,7,1.855346,2.000000,73,28886.000000,31520.000000,45475.509434,340793.000000,1.855346,True
3587,kgwouj,1751661673,non_rumor,1308375186,0,63,306,279,108,6,1.767025,2.000000,141,28956.000000,40395.000000,3228663.469534,108477957.000000,1.767025,True
3588,A21w0BYbd,1258256457,non_rumor,1374940681,76,229,586,575,375,2,1.347826,1.000000,375,28889.000000,56965.000000,172029.520000,25401621.000000,1.347826,True
3589,bavb1J,1193491727,non_rumor,1298947472,3,553,897,850,844,2,1.007059,1.000000,844,28881.000000,37591.000000,1132547.751765,146313879.000000,1.007059,True
3590,A9ToFdAry,1682207150,non_rumor,1379412022,60,212,489,479,372,2,1.223382,1.000000,372,28851.000000,32242.000000,113619.784969,2502527.000000,1.223382,True
3591,ylzsT3dYY,2049389352,non_rumor,1338364254,0,94,103,97,82,3,1.164948,1.000000,82,28875.000000,46731.000000,68285.824742,463462.000000,1.164948,True
3593,yx7r6woZ3,1658704130,non_rumor,1344925994,0,113,565,536,393,7,1.445896,1.000000,393,28833.000000,31221.000000,50107.464552,1181858.000000,1.445896,True
3594,a0oJWN,1738595307,non_rumor,1297256449,0,203,887,829,828,2,1.001206,1.000000,828,28959.000000,93738.000000,372324.166466,13773423.000000,1.001206,True
3595,yDRWCqJ4J,2011796120,non_rumor,1348761543,4,53,579,560,249,4,1.646429,2.000000,272,28820.000000,74950.000000,436310.400000,28187325.000000,1.646429,True
3596,ygiHp8xfp,2385817094,non_rumor,1335369506,0,93,690,657,213,6,2.155251,2.000000,221,28906.000000,200630.000000,1360792.675799,24525105.000000,2.155251,True
3597,zo7J11pXu,2092774860,non_rumor,1363656535,4,24,44,42,25,4,1.547619,1.000000,25,28929.000000,66629.500000,151866.142857,466768.000000,1.547619,True
3598,z3exYrnh2,1594037674,non_rumor,1351786471,1,1,784,764,248,9,2.451571,2.000000,248,28881.000000,61564.500000,197148.184555,29565163.000000,2.451571,True
3599,z0bSL6AWj,1671008052,non_rumor,1350057397,0,38,158,149,18,3,1.953020,2.000000,120,29538.000000,87773.000000,378131.630872,3958131.000000,1.953020,True
3600,z9CmFfvfJ,1742566624,non_rumor,1355414064,8,77,624,601,548,3,1.103161,1.000000,548,28827.000000,31663.000000,92542.312812,5884357.000000,1.103161,True
3601,yvERqaAZZ,1614137095,non_rumor,1344095887,25,43,201,193,154,4,1.248705,1.000000,154,28845.000000,40210.000000,96772.373057,1489708.000000,1.248705,True
3602,AfRpKimHI,2948416882,non_rumor,1382803160,189,63,523,485,415,2,1.144330,1.000000,415,28820.000000,33533.000000,181041.816495,8355898.000000,1.144330,True
3603,zcm0ACl4L,1799060263,non_rumor,1356968822,3,19,178,175,38,18,5.657143,4.000000,38,30730.000000,33272.000000,69209.382857,1616861.000000,5.657143,True
3605,yi7PDyMEf,2341019062,non_rumor,1336406348,0,175,797,767,629,6,1.254237,1.000000,629,28850.000000,35821.000000,205196.556714,81720283.000000,1.254237,True
3607,z4Bg8bCsa,1920726861,non_rumor,1352562845,3,39,257,253,196,5,1.264822,1.000000,196,28860.000000,42582.000000,380957.632411,18214605.000000,1.264822,True
3608,yqVf3x8As,1762436132,non_rumor,1341404925,0,102,623,511,361,7,1.461840,1.000000,361,28840.000000,33266.000000,152069.896282,14797354.000000,1.461840,True
3609,zbi62g084,1727353121,non_rumor,1356364749,0,14,117,45,42,2,1.066667,1.000000,42,29148.000000,91262.000000,85758.444444,347595.000000,1.066667,True
360,yt2OEhqoI,2173580321,rumor,1342610777,5,66,244,217,94,16,2.852535,2.000000,94,28862.000000,38655.000000,143131.737327,1254161.000000,2.852535,True
3611,kgrNmT,1814392721,non_rumor,1308373765,0,74,399,388,91,7,2.443299,2.000000,148,28845.000000,109243.500000,8436134.930412,30791181.000000,2.443299,True
3612,ywzmWoUWT,2153657544,non_rumor,1344613775,19,1987,899,822,648,4,1.243309,1.000000,648,28824.000000,54296.500000,207791.959854,14994456.000000,1.243309,True
3613,ys9Z178BY,1800319544,non_rumor,1342108245,8,55,614,587,143,9,1.897785,2.000000,385,115771.000000,155966.000000,1686414.916525,96251899.000000,1.897785,True
3616,ABiFFF3uw,2341019062,non_rumor,1394985548,211,206,929,909,777,2,1.145215,1.000000,777,28908.000000,195563.000000,346790.022002,33281595.000000,1.145215,True
3617,f79BU4,2011796120,non_rumor,1303224988,0,0,570,226,197,4,1.203540,1.000000,197,28843.000000,2051168.500000,3301812.659292,41196071.000000,1.203540,True
3618,AgCxi3aRl,1782546732,non_rumor,1383235024,209,57,893,868,503,3,1.498266,1.000000,503,28859.000000,843857.000000,1698698.579493,31908115.000000,1.498266,True
361,AkDQGezwf,2268892784,rumor,1385519927,10,237,578,474,128,3,1.730361,2.000000,342,28925.000000,1401540.500000,1515142.244726,13811705.000000,1.730361,True
3620,kTuzgz,1198788577,non_rumor,1308972919,0,85,290,277,186,6,1.530686,1.000000,186,28843.000000,37329.000000,196132.877256,3491240.000000,1.530686,True
3621,AtxSouMlK,1887790981,non_rumor,1390579154,243,147,933,916,668,2,1.268346,1.000000,668,28811.000000,61969.500000,391104.978166,37054191.000000,1.268346,True
3622,yEQ17dDcf,2163747622,non_rumor,1349312096,0,21,48,6,6,1,1.000000,1.000000,6,31018.000000,31147.000000,31134.833333,31227.000000,1.000000,True
3625,AuLidy17M,1775052081,non_rumor,1391270334,470,113,475,459,400,2,1.128540,1.000000,400,28830.000000,29904.000000,42575.152505,1215034.000000,1.128540,True
3626,iy7y0u,1639356433,non_rumor,1306850852,0,137,751,719,605,7,1.246175,1.000000,605,28849.000000,32287.000000,65412.026426,4616273.000000,1.246175,True
3627,yloeCAE2B,1883881851,non_rumor,1338261333,0,350,999,931,715,5,1.253491,1.000000,715,28818.000000,30753.000000,39809.611171,1674145.000000,1.253491,True
3628,z3GJdAofY,1762675215,non_rumor,1352044751,2,83,369,359,202,7,1.802228,1.000000,202,28841.000000,65201.000000,383591.623955,37744934.000000,1.802228,True
3629,Afyurtjdt,1195031270,non_rumor,1382629725,139,96,702,667,86,2,1.870871,2.000000,580,28854.000000,113726.000000,676439.773613,45239562.000000,1.870871,True
362,ync2NhNeC,2352621581,rumor,1339286042,0,39,344,338,86,19,3.745562,3.000000,86,29118.000000,41514.000000,253989.284024,7050201.000000,3.745562,True
3630,zCF14lLgL,1257391180,non_rumor,1371916698,202,214,758,714,468,2,1.344538,1.000000,468,28908.000000,144491.000000,3590716.903361,72967902.000000,1.344538,True
3631,z0kgJh7TH,2065930781,non_rumor,1350134259,0,6,26,19,19,1,1.000000,1.000000,19,57307.000000,57785.000000,57823.263158,58373.000000,1.000000,True
3632,A0Xn5Bg86,2656274875,non_rumor,1374334486,190,339,729,697,582,2,1.164993,1.000000,582,28836.000000,41176.000000,119070.645624,3271349.000000,1.164993,True
3633,jt11fo,1670645393,non_rumor,1307683773,0,149,640,620,560,4,1.114516,1.000000,560,28825.000000,31600.000000,66018.941935,3511901.000000,1.114516,True
3634,AwqPH2VJr,1523766213,non_rumor,1392219256,19,131,286,286,158,2,1.441696,1.000000,158,28841.000000,63791.500000,246937.328671,2831694.000000,1.441696,True
3636,zhFFr8rRZ,1787920531,non_rumor,1359990081,5,175,579,408,263,7,1.632353,1.000000,263,28822.000000,32245.500000,53711.943627,1568276.000000,1.632353,True
3637,zl1oYDAWf,1653953053,non_rumor,1361893927,4,90,317,311,142,5,1.813505,2.000000,142,28829.000000,63015.000000,575919.016077,64990716.000000,1.813505,True
3638,zyQ0ZDtXT,3218689955,non_rumor,1369744625,1,164,207,90,34,2,1.622222,2.000000,56,29300.000000,87512.500000,66681.933333,172642.000000,1.622222,True
363,zfEOsi5zJ,3197877895,rumor,1358845811,3,85,272,218,102,5,1.917431,2.000000,102,28948.000000,118239.000000,119239.678899,579965.000000,1.917431,True
3641,AACHyDPJ2,1708533224,non_rumor,1394600905,4,27,68,56,35,2,1.375000,1.000000,35,30031.000000,36828.000000,40151.339286,229047.000000,1.375000,True
3643,z7umop3P4,1788911247,non_rumor,1354204272,6,123,221,215,154,5,1.418605,1.000000,154,28845.000000,57780.000000,902515.302326,12755043.000000,1.418605,True
3645,zc3eq09Ib,2407164627,non_rumor,1356796734,15,69,410,398,254,4,1.412060,1.000000,254,28833.000000,70234.500000,219295.517588,8897740.000000,1.412060,True
3646,z6qoKvYrk,1610502501,non_rumor,1353599744,0,40,447,434,46,4,2.052995,2.000000,320,115793.000000,504424.000000,633260.995392,20840152.000000,2.052995,True
3648,A53Sz792C,2936928392,non_rumor,1376666999,142,158,450,437,396,2,1.093822,1.000000,396,28824.000000,33139.000000,98130.402746,6971407.000000,1.093822,True
3649,fYrzDP,1463073371,non_rumor,1304182037,0,297,904,746,197,7,2.369973,2.000000,290,28813.000000,251488.500000,1011423.473190,77602416.000000,2.369973,True
364,A8wMjmrwk,2964493453,rumor,1378636507,28,92,587,567,299,2,1.472663,1.000000,299,28948.000000,118291.000000,222877.137566,6660422.000000,1.472663,True
3650,AnV2tFrXx,1870415713,non_rumor,1387382126,178,54,451,427,80,2,1.811765,2.000000,345,28819.000000,65460.000000,401322.555035,11780912.000000,1.811765,True
3651,ylabvsCTT,1638782947,non_rumor,1338132564,0,132,423,390,225,5,1.456410,1.000000,225,28827.000000,52836.500000,48266.056410,188193.000000,1.456410,True
3652,ih9yKG,1784501333,non_rumor,1306593222,1,32,220,189,168,4,1.153439,1.000000,168,30969.000000,58916.000000,98336.719577,457003.000000,1.153439,True
3654,yylGzwlsa,1709486153,non_rumor,1345624806,0,538,472,257,256,2,1.003891,1.000000,256,28836.000000,68600.000000,118574.435798,621394.000000,1.003891,True
3657,AmHCZFtcq,1660209951,non_rumor,1386691000,78,18,587,569,276,2,1.513228,2.000000,291,28840.000000,139812.000000,818128.768014,6662430.000000,1.513228,True
3658,yoXNTeK7R,2732772717,non_rumor,1340291966,2,56,211,193,101,4,1.854922,1.000000,101,29020.000000,86686.000000,95266.243523,1582830.000000,1.854922,True
3659,kQ7fNe,1748034003,non_rumor,1308922226,0,205,898,847,566,10,1.706021,1.000000,566,28822.000000,34606.000000,311301.306966,34269005.000000,1.706021,True
3662,ypRsizku7,1644587232,non_rumor,1340802006,0,119,753,730,479,4,1.373973,1.000000,479,28805.000000,41448.500000,560954.283562,23581894.000000,1.373973,True
3663,ymLCD6hQm,1642512402,non_rumor,1339043889,4,420,575,526,365,8,1.557034,1.000000,365,28819.000000,30613.000000,188543.205323,28218292.000000,1.557034,True
3666,zF5GLr06S,2656274875,non_rumor,1373297584,127,416,789,730,654,2,1.104110,1.000000,654,28825.000000,31164.500000,52332.395890,2780471.000000,1.104110,True
3668,jgewQw,1946574177,non_rumor,1307499130,1,115,309,282,146,8,2.106383,1.000000,146,28830.000000,41229.000000,1439892.560284,139331162.000000,2.106383,True
3669,k1hhLc,1650387032,non_rumor,1308172321,0,132,546,518,106,10,3.694981,4.000000,106,30575.000000,44157.000000,76013.413127,617504.000000,3.694981,True
366,zte8Maki4,1943337341,rumor,1366556423,11,36,200,186,104,3,1.467742,1.000000,104,28868.000000,41008.500000,536937.301075,17615804.000000,1.467742,True
3671,AchizjhW3,1660521332,non_rumor,1380767513,10,253,446,171,145,2,1.152047,1.000000,145,28876.000000,43582.000000,401877.146199,5142891.000000,1.152047,True
3673,Ag0EA8VJT,1653603955,non_rumor,1382887836,106,68,457,385,331,2,1.140260,1.000000,331,28821.000000,33017.000000,135679.470130,2493692.000000,1.140260,True
3674,AeNkA8Yc8,1731188782,non_rumor,1382197521,17,44,469,454,84,3,2.015521,2.000000,276,29317.000000,76306.000000,164744.832599,33003110.000000,2.015521,True
3675,zdPVRkCXw,1649173367,non_rumor,1357811285,6,122,432,335,273,4,1.223881,1.000000,273,28846.000000,32904.000000,85501.146269,8582097.000000,1.223881,True
3676,zhlDGtJXa,2051616222,non_rumor,1359806526,23,103,537,519,279,4,1.493256,1.000000,279,28831.000000,162803.000000,293757.516378,8703838.000000,1.493256,True
3677,zfYcMkCTN,1054096047,non_rumor,1359023540,5,269,574,548,167,16,2.766423,2.000000,219,28848.000000,50361.000000,205202.063869,4890346.000000,2.766423,True
3678,iMkvQO,1757169267,non_rumor,1307074291,0,80,265,231,137,8,1.874459,1.000000,137,28846.000000,469955.000000,737128.649351,5164130.000000,1.874459,True
3679,yDgeLhhJo,1434934075,non_rumor,1348415962,3,23,193,183,76,10,2.693989,2.000000,76,28840.000000,108348.000000,807480.513661,16008251.000000,2.693989,True
367,Ae058otTA,3148623224,rumor,1381746161,16,189,583,475,183,2,1.613924,2.000000,291,28841.000000,37137.000000,69439.048421,3396248.000000,1.613924,True
3683,z2ejgiC7a,2803301701,non_rumor,1351216081,6,373,493,327,300,3,1.088685,1.000000,300,28818.000000,30483.000000,66166.737003,926150.000000,1.088685,True
